age,gender,education,income,bureau_score,util_last_m1,util_last_m2,util_last_m3,util_current,loan_amt,loan_to_income_ratio,active_loans,default
55,female,high school,383,682,0.075,0.129,0.107,0,1143,2.984,1,0
53,male,graduate school,1483,599,0.244,0.197,0.286,0.074,1815,1.224,6,0
41,male,university,998,530,0.14,0.567,0.369,0.57,1721,1.724,0,1
52,female,university,1890,660,0.461,0.105,0.219,0.058,1095,0.579,1,1
43,male,university,385,714,0.057,0.282,0.885,0.418,989,2.569,4,0
53,female,others,1632,687,0.136,0.095,0.188,0.464,1451,0.889,4,1
23,male,university,1292,668,0.384,0.16,0.493,0.521,930,0.72,5,1
38,male,university,1037,580,0.297,0.375,0.659,0.477,598,0.577,5,0
45,female,graduate school,1996,545,0.385,0.509,0.162,0.451,752,0.377,10,1
62,female,graduate school,826,548,0.378,0.092,0.171,0,1181,1.43,8,0
51,female,graduate school,1058,692,0.225,0.588,0.318,0.7,1460,1.38,6,0
23,female,graduate school,207,541,0.358,0.122,0.192,0,222,1.072,7,0
60,female,high school,1488,650,0.323,0.114,0.339,0.155,139,0.093,4,0
66,male,high school,982,611,0.408,0.101,0.043,0.047,922,0.939,8,0
44,male,graduate school,1707,526,0.176,0.192,0.119,0.176,1236,0.724,1,0
52,male,high school,1984,716,0.09,0.083,0.037,0,814,0.41,6,0
67,female,graduate school,1840,659,0.277,0.275,0.3,0.12,539,0.293,1,0
42,female,university,974,710,0.597,0.37,0.119,0.201,1565,1.607,7,0
43,female,university,1959,587,0.322,0.151,0.451,0.923,599,0.306,4,1
22,female,university,1206,620,0.357,0.05,0.183,0.153,1523,1.263,10,0
47,female,university,1594,502,0.381,0.266,0.569,0.442,901,0.565,7,0
62,female,university,876,559,0.302,0.083,0.566,0.476,173,0.197,4,0
22,male,university,1306,703,0.24,0.134,0.255,0.23,515,0.394,2,0
46,male,others,1869,726,0.454,0.484,0.505,0.238,1626,0.87,2,0
37,male,graduate school,410,578,0.279,0.244,0.096,0.382,1919,4.68,5,1
60,male,graduate school,1536,644,0.003,0.542,0.071,0.18,527,0.343,10,0
53,male,graduate school,1827,741,0.426,0.54,0.029,0.197,1309,0.716,6,0
29,female,university,1560,531,0.44,0.576,0.561,0.305,1089,0.698,10,0
63,female,graduate school,689,506,0.122,0.509,0.275,0.282,355,0.515,6,0
68,female,high school,1626,710,0.195,0.276,0.221,0.635,1577,0.97,2,1
59,female,university,838,570,0.591,0.37,0.513,0.446,1493,1.782,1,0
49,female,university,390,627,0.478,0.333,0.378,0.088,1632,4.185,4,0
62,female,university,870,696,0.274,0.209,0.384,0.261,1452,1.669,2,0
46,male,graduate school,1042,557,0.227,0.394,0.161,0.559,238,0.228,6,0
55,female,graduate school,534,667,0.605,0.635,0.076,0.579,387,0.725,10,1
45,female,university,1745,712,0.389,0.101,0.413,0.151,248,0.142,10,0
44,female,university,1842,611,0.215,0.297,0.293,0,1340,0.727,2,0
33,female,university,1310,547,0.44,0.426,0.243,0.761,1984,1.515,7,1
27,male,graduate school,778,678,0.327,0.16,0.242,0.073,1759,2.261,6,0
56,male,others,261,684,0.443,0.507,0.281,0.133,1277,4.893,10,0
65,female,graduate school,586,610,0.422,0.02,0.134,0.203,805,1.374,7,0
40,male,high school,1369,570,0.283,0.468,0.134,0.239,1197,0.874,0,0
21,male,high school,352,664,0.217,0.534,0.185,0.475,302,0.858,6,0
28,female,university,818,714,0.275,0.145,0.486,0.549,1264,1.545,3,0
66,female,graduate school,1883,574,0.473,0.409,0.382,0.325,1034,0.549,8,0
36,female,graduate school,897,573,0.23,0.102,0.086,0,883,0.984,3,0
34,female,university,1572,620,0.322,0.452,0.601,0.5,444,0.282,3,0
32,female,university,377,712,0.583,0.501,0.273,0.513,665,1.764,2,0
43,male,high school,1046,554,0.336,0.177,0.348,0.79,1618,1.547,0,1
35,female,others,686,540,0.118,0.101,0.077,0,683,0.996,2,0
48,female,university,1884,596,0.339,0.168,0.313,0.554,1085,0.576,9,1
54,female,graduate school,1470,647,0.112,0.156,0.377,0.545,437,0.297,4,0
22,male,university,1477,532,0.468,0.537,0.355,0.172,1252,0.848,9,0
52,female,high school,699,667,0.535,0.197,0.247,0.195,1306,1.868,0,0
43,female,university,740,726,0.083,0.059,0.234,0.163,645,0.872,1,0
42,female,graduate school,1575,533,0.538,0.407,0.158,0.279,1942,1.233,0,0
45,male,high school,1735,561,0.188,0.421,0.373,0.374,1035,0.597,7,0
42,female,university,212,727,0.275,0.563,0.296,0.453,1844,8.698,8,0
42,female,others,1782,718,0.23,0.555,0.23,0.382,1646,0.924,6,0
69,female,university,350,518,0.4,0.28,0.293,0.339,92,0.263,0,0
62,male,graduate school,1273,670,0.103,0.249,0.136,0.227,1843,1.448,3,0
26,female,others,1438,696,0.285,0.635,0.748,0.363,1145,0.796,7,1
35,female,university,1190,690,0.608,0.5,0.132,0.568,522,0.439,8,0
63,female,university,843,720,0.175,0.205,0.138,0.299,561,0.665,3,1
57,male,university,571,747,0.182,0.398,0.489,0.555,608,1.065,1,1
53,female,graduate school,1336,509,0.257,0.1,0.435,0.25,393,0.294,1,0
28,female,university,451,619,0.298,0.146,0.197,0,301,0.667,3,0
64,female,graduate school,1564,622,0.687,0.35,0.107,0.559,1604,1.026,7,0
64,male,university,252,746,0.605,0.561,0.04,0.646,562,2.23,5,0
25,male,university,1353,603,0.289,0.428,0.099,0.06,1981,1.464,9,0
59,female,high school,392,640,0.302,0.555,0.138,0.04,1372,3.5,7,0
24,male,high school,790,720,0.091,0.199,0.275,0.081,1128,1.428,10,0
26,male,graduate school,1280,504,0.362,0.136,0.425,0,1242,0.97,1,0
65,male,university,296,749,0.222,0.681,0.24,0.382,1811,6.118,2,0
52,female,university,397,557,0.621,0.365,0.246,0.54,1687,4.249,9,0
50,female,graduate school,1870,558,0.13,0.026,0.45,0.111,1264,0.676,5,0
67,male,high school,346,703,0.458,0.431,0.286,0.306,1391,4.02,9,1
55,male,high school,1907,627,0.214,0.403,0.217,0.404,927,0.486,0,1
60,male,graduate school,1798,686,0.43,0.449,0.161,0.3,362,0.201,5,0
36,female,university,1800,704,0.113,0.357,0.155,0.202,1803,1.002,10,0
33,female,graduate school,1518,585,0.292,0.682,0.354,0.734,1605,1.057,5,0
62,male,university,922,603,0.082,0.61,0.364,0.354,831,0.901,0,0
50,male,graduate school,1844,642,0.16,0.225,0.173,0.305,982,0.533,2,1
39,male,others,883,704,0.422,0.086,0.262,0.26,924,1.046,0,0
37,male,high school,1235,628,0.096,0.296,0.428,0.311,889,0.72,5,0
39,female,university,532,745,0.359,0.139,0.15,0,1190,2.237,8,0
48,male,university,1443,537,0.551,0.516,0.227,0,301,0.209,5,0
46,female,others,1621,606,0.577,0.328,0.349,0.332,1008,0.622,10,0
57,male,university,1565,608,0.113,0.111,0.424,0.426,1590,1.016,5,1
46,male,graduate school,711,552,0.115,0.484,0.724,0.52,988,1.39,1,1
43,male,university,371,551,0.245,0.514,0.223,0.288,901,2.429,0,1
29,male,high school,1691,500,0.489,0.231,0.36,0.454,632,0.374,3,0
32,male,university,1971,510,0.164,0.386,0.062,0.114,100,0.051,10,1
21,female,university,1389,557,0.49,0.309,0.243,0.453,758,0.546,8,1
21,male,high school,1922,734,0.329,0.162,0.058,0.022,553,0.288,0,0
67,male,high school,1393,627,0.402,0.376,0.154,0.201,1824,1.309,6,0
54,male,others,763,667,0.44,0.366,0.123,0.083,1313,1.721,2,0
52,female,graduate school,711,713,0.238,0.129,0.236,0,90,0.127,8,0
68,female,university,1412,726,0.505,0.491,0.18,0.294,776,0.55,1,0
45,female,high school,1343,687,0.184,0.341,0.242,0.55,1519,1.131,1,1
60,female,high school,304,742,0.649,0.219,0.209,0.356,1992,6.553,6,0
65,male,university,873,543,0.119,0.226,0.42,0.224,1160,1.329,7,0
21,male,graduate school,1006,505,0.458,0.124,0.172,0.531,962,0.956,0,1
36,male,high school,1264,655,0.277,0.264,0.295,0.061,1836,1.453,8,0
59,female,high school,1088,658,0.47,0.051,0.58,0.21,1498,1.377,6,0
25,male,graduate school,1075,746,0.244,0.259,0.321,0.182,1348,1.254,2,0
42,male,university,876,507,0.126,0.223,0.251,0.248,590,0.674,6,1
49,female,graduate school,520,504,0.261,0.453,0.049,0.645,1195,2.298,5,1
23,female,university,534,605,0.281,0.142,0.163,0.623,1205,2.257,7,1
32,female,graduate school,1383,681,0.319,0.316,0.197,0.262,246,0.178,7,0
46,male,university,463,611,0.587,0.091,0.419,0.165,1275,2.754,0,0
36,male,university,1064,735,0.189,0.043,0.295,0.039,703,0.661,3,0
57,female,university,1753,516,0.13,0.327,0.292,0.147,854,0.487,1,0
42,male,university,1908,665,0.117,0.598,0.437,0.648,1499,0.786,7,1
49,female,high school,1700,508,0.163,0.108,0.316,0.363,233,0.137,7,1
34,female,university,551,701,0.386,0.484,0.466,0.525,1077,1.955,2,1
48,male,graduate school,1768,711,0.438,0.427,0.229,0.072,823,0.465,3,0
25,female,high school,1996,577,0.367,0.341,0.385,0.505,416,0.208,0,1
67,female,graduate school,1433,513,0.225,0.456,0.11,0,1852,1.292,3,0
69,female,others,1719,653,0.638,0.493,0.332,0.302,776,0.451,4,0
50,male,high school,1605,720,0.205,0.099,0.218,0.079,453,0.282,7,0
66,female,university,875,612,0.178,0.152,0.318,0.398,771,0.881,3,0
25,female,others,1704,689,0.531,0.485,0.204,0.591,447,0.262,4,1
32,female,graduate school,1118,590,0.238,0.242,0.14,0.173,1842,1.648,2,0
36,female,university,204,524,0.371,0.267,0.169,0.129,817,4.005,2,0
46,female,university,233,707,0.181,0.201,0.313,0.285,1322,5.674,4,0
46,female,university,1368,663,0.504,0.354,0.282,0.278,1776,1.298,1,0
68,female,others,550,597,0.133,0.044,0.157,0.102,410,0.745,0,0
41,male,graduate school,782,707,0.462,0.062,0.139,0.153,1431,1.83,4,1
59,male,university,664,660,0.468,0.417,0.326,0.491,648,0.976,9,0
56,female,university,547,502,0.194,0.059,0.568,0.089,272,0.497,0,0
53,male,university,1965,714,0.411,0.355,0.16,0.22,1727,0.879,4,0
50,male,university,324,638,0.259,0.027,0.596,0.023,1656,5.111,3,0
57,female,university,1494,611,0.34,0.417,0.319,0.226,610,0.408,9,0
43,male,high school,556,685,0.225,0.73,0.126,0.461,951,1.71,10,0
30,female,graduate school,726,691,0.192,0.361,0.111,0.203,737,1.015,7,0
25,female,high school,1977,645,0.382,0.128,0.324,0,1902,0.962,1,0
56,female,university,697,546,0.233,0.13,0.207,0.166,712,1.022,6,0
54,female,high school,1376,732,0.274,0.526,0.207,0.32,857,0.623,7,0
51,female,high school,252,671,0.558,0.517,0.2,0.666,766,3.04,4,1
30,male,university,348,720,0.41,0.522,0.249,0.444,746,2.144,2,0
39,female,university,702,686,0.292,0.167,0.204,0.606,1223,1.742,5,1
52,male,high school,1069,549,0.245,0.522,0.587,0.663,1708,1.598,0,0
21,female,university,1673,696,0.289,0.368,0.381,0.127,707,0.423,2,0
25,female,others,418,715,0.139,0.051,0.263,0.608,1580,3.78,8,0
65,female,university,1848,656,0.514,0.405,0.06,0.253,1196,0.647,10,0
24,male,graduate school,1500,720,0.051,0.224,0.473,0.163,1660,1.107,9,0
36,female,university,651,623,0.086,0.163,0.403,0,568,0.873,4,1
44,female,others,1651,589,0.376,0.12,0.336,0.075,1625,0.984,5,0
36,female,university,282,731,0.104,0.316,0.199,0,1821,6.457,8,0
22,female,high school,1441,566,0.263,0.251,0.077,0.339,159,0.11,10,0
69,male,high school,937,501,0.322,0.297,0.18,0.473,1422,1.518,1,1
48,female,university,726,652,0.478,0.064,0.297,0.362,626,0.862,6,0
52,male,graduate school,603,646,0.124,0.382,0.141,0.205,216,0.358,5,1
47,female,high school,489,667,0.206,0.427,0.432,0.229,623,1.274,10,0
40,male,university,619,501,0.222,0.45,0.362,0.358,1968,3.179,8,0
44,male,high school,538,710,0.198,0.465,0.343,0.325,1890,3.513,10,0
32,female,university,976,564,0.147,0.494,0.024,0.423,1107,1.134,0,1
55,female,university,910,689,0.279,0.486,0.536,0.457,395,0.434,3,0
53,male,high school,1893,590,0.199,0.38,0.21,0.094,541,0.286,10,0
53,female,university,1186,681,0.331,0.865,0.385,0.606,686,0.578,2,0
63,female,university,1158,672,0.209,0.378,0.31,0.207,492,0.425,0,0
57,female,university,1642,746,0.165,0.398,0.428,0.505,1711,1.042,3,1
32,male,university,1430,615,0.142,0.665,0.206,0.35,1920,1.343,9,0
23,female,university,885,548,0.293,0.38,0.307,0.666,1358,1.534,5,1
21,female,high school,1919,726,0.143,0.357,0.294,0.307,1866,0.972,0,0
53,female,university,1488,732,0.01,0.064,0.167,0.428,621,0.417,8,0
60,male,university,1981,568,0.098,0.239,0.513,0.287,811,0.409,4,1
30,female,university,1259,665,0.456,0.138,0.654,0.574,1143,0.908,2,0
63,male,university,572,631,0.213,0.225,0.119,0.171,549,0.96,8,1
64,female,university,1711,644,0.2,0.356,0.337,0.158,1100,0.643,9,0
49,male,others,1482,625,0.293,0.108,0.218,0.003,373,0.252,10,0
33,female,high school,1193,680,0.165,0.104,0.231,0.243,1653,1.386,0,0
32,female,university,730,712,0.033,0.138,0.29,0.27,1437,1.968,1,0
51,male,university,1123,552,0.449,0.372,0.119,0.148,1834,1.633,7,0
66,male,graduate school,222,611,0.238,0.18,0.553,0.169,476,2.144,2,0
22,male,university,303,658,0.238,0.347,0.068,0.498,667,2.201,9,0
55,female,university,440,739,0.127,0.577,0.44,0.656,342,0.777,8,0
43,female,university,1204,649,0.437,0.388,0.262,0.498,227,0.189,4,1
37,female,university,1102,638,0.185,0.098,0.769,0.474,589,0.534,8,0
46,female,graduate school,1939,661,0.278,0.183,0.184,0.427,1652,0.852,0,1
28,male,graduate school,1476,612,0.176,0.176,0.082,0.435,1773,1.201,4,1
49,female,others,1365,642,0.124,0.27,0.246,0.338,1858,1.361,3,0
46,female,university,1013,613,0.085,0.213,0.447,0.479,656,0.648,6,1
30,female,university,854,637,0.258,0.23,0.158,0.065,751,0.879,10,0
46,female,graduate school,1674,729,0.375,0.487,0.244,0.222,1674,1,0,0
54,female,graduate school,982,723,0.12,0.354,0.454,0.491,531,0.541,2,1
61,female,high school,506,680,0.548,0.182,0.136,0.096,608,1.202,4,0
27,female,university,1723,547,0.238,0.335,0.071,0.457,994,0.577,7,0
24,male,university,1845,530,0.418,0.639,0.571,0.375,905,0.491,7,0
65,female,university,207,536,0.415,0.221,0.367,0.456,275,1.329,2,0
31,female,high school,1292,607,0.222,0.143,0.28,0.247,1864,1.443,10,0
49,female,graduate school,1925,527,0.237,0.31,0.375,0.157,893,0.464,4,0
56,female,graduate school,1914,658,0.372,0.008,0.208,0.199,1954,1.021,8,0
45,male,university,774,569,0.399,0.295,0.34,0.342,1033,1.335,10,1
41,male,university,1291,513,0.502,0.296,0.171,0.392,1794,1.39,1,0
56,male,university,1941,621,0.436,0.275,0.192,0.08,1398,0.72,10,0
30,male,university,1111,714,0.345,0.045,0.442,0.356,891,0.802,6,0
57,male,university,1631,515,0.308,0.51,0.509,0.571,1518,0.931,6,1
29,male,high school,717,524,0.38,0.348,0.485,0.666,1408,1.964,1,1
44,female,university,1342,666,0.214,0.278,0.422,0.033,1279,0.953,5,0
55,male,graduate school,1254,565,0.172,0.24,0.22,0.332,286,0.228,7,1
69,male,university,1741,537,0.296,0.375,0.24,0.204,1624,0.933,2,0
55,female,others,682,668,0.092,0.343,0.181,0.466,1793,2.629,8,1
68,male,university,406,602,0.19,0.28,0.477,0.236,328,0.808,7,0
56,female,high school,868,597,0.497,0.579,0.611,0.549,482,0.555,2,0
38,female,graduate school,778,614,0.331,0.415,0.244,0.542,1009,1.297,6,0
69,male,university,586,539,0.157,0.621,0.113,0.182,712,1.215,7,1
59,female,graduate school,611,734,0.192,0.463,0.382,0.081,1601,2.62,0,0
52,male,university,1593,563,0.181,0.419,0.286,0,978,0.614,2,0
44,male,others,1576,588,0.141,0.336,0.209,0.22,100,0.063,9,0
43,female,others,1559,599,0.361,0.379,0.251,0,1635,1.049,8,0
52,female,university,1090,643,0.131,0.299,0.599,0.031,385,0.353,6,0
57,male,university,1105,748,0.426,0.095,0.135,0.154,1139,1.031,0,0
32,female,others,1512,581,0.671,0.067,0.636,0.572,1487,0.983,4,1
69,female,university,1162,576,0.612,0.039,0.524,0.321,1683,1.448,10,0
33,male,graduate school,1164,558,0.373,0.345,0.245,0.056,537,0.461,9,0
43,male,university,339,728,0.199,0.154,0.056,0.047,1108,3.268,2,0
45,female,university,499,590,0.076,0.049,0.466,0,1573,3.152,1,1
55,male,university,1236,597,0.139,0.023,0.747,0.34,685,0.554,0,0
61,male,university,863,638,0.394,0.214,0.435,0.736,1516,1.757,1,1
50,male,university,1651,500,0.083,0.299,0.343,0.503,1198,0.726,0,1
37,male,university,1024,512,0.385,0.167,0.269,0.043,588,0.574,5,0
69,male,graduate school,599,529,0.369,0.206,0.29,0.049,161,0.269,8,0
40,male,university,1191,696,0.716,0.1,0.017,0.008,1237,1.039,2,0
68,male,high school,1332,517,0.698,0.617,0.377,0.304,1231,0.924,9,0
45,female,university,1708,577,0.162,0.462,0.219,0.074,743,0.435,9,0
42,male,university,1579,640,0.477,0.549,0.462,0.32,853,0.54,0,0
33,female,others,348,531,0.438,0.289,0.367,0.474,622,1.787,5,1
39,female,others,1939,570,0.21,0.454,0.401,0.546,978,0.504,5,0
69,female,university,506,699,0.457,0.297,0.098,0.075,242,0.478,1,0
56,male,graduate school,1756,549,0.376,0.299,0.302,0.009,1682,0.958,3,0
32,male,high school,1283,698,0.35,0.454,0.266,0.521,435,0.339,10,0
61,female,high school,634,615,0.559,0.228,0.162,0.516,61,0.096,10,1
39,male,others,220,612,0.323,0.03,0.135,0.436,1024,4.655,4,1
32,female,high school,1074,579,0.237,0.403,0.311,0.175,1400,1.304,5,0
29,male,university,581,734,0.234,0.528,0.189,0.091,1716,2.954,5,0
27,male,university,444,530,0.358,0.234,0.316,0.471,696,1.568,1,1
48,female,graduate school,1296,550,0.287,0.089,0.354,0.56,990,0.764,4,0
34,female,university,1672,654,0.538,0.254,0.316,0.384,56,0.033,4,0
51,female,university,1299,559,0.311,0.521,0.35,0.673,1773,1.365,9,1
39,male,university,897,532,0.246,0.351,0.2,0.184,162,0.181,1,1
67,female,university,789,680,0.375,0.079,0.183,0.139,65,0.082,6,0
36,male,high school,589,626,0.295,0.09,0.145,0.456,1646,2.795,9,1
25,male,university,1800,720,0.095,0.082,0.499,0.246,236,0.131,1,1
55,male,university,1565,699,0.08,0.388,0.164,0.355,1312,0.838,0,0
32,female,graduate school,1513,660,0.306,0.188,0.197,0.035,1553,1.026,5,0
45,female,university,767,625,0.173,0.126,0.136,0.061,1229,1.602,0,0
41,female,high school,1554,540,0.35,0.258,0.398,0.022,756,0.486,3,0
56,male,university,458,518,0.155,0.517,0.237,0.304,1709,3.731,3,0
43,male,others,625,712,0.219,0.246,0.181,0.071,1633,2.613,5,0
36,female,university,1925,540,0.066,0.185,0.13,0.189,1826,0.949,4,0
59,male,university,1229,584,0.114,0.025,0.399,0.12,1865,1.517,3,0
65,male,university,205,588,0.21,0.257,0.224,0.601,294,1.434,5,1
62,female,university,390,541,0.311,0.185,0.114,0.264,1945,4.987,9,0
59,female,high school,347,619,0.335,0.25,0.327,0.322,289,0.833,4,0
34,female,university,604,522,0.312,0.162,0.322,0.121,751,1.243,6,0
51,male,high school,457,702,0.254,0.038,0.211,0.177,1223,2.676,4,1
25,male,university,929,532,0.443,0.04,0.347,0.422,887,0.955,8,0
55,male,high school,1702,519,0.142,0.147,0.313,0,890,0.523,2,0
43,male,graduate school,289,652,0.161,0.308,0.149,0.42,917,3.173,1,0
49,male,high school,1023,589,0.181,0.151,0.281,0.381,1946,1.902,0,0
63,female,university,209,603,0.328,0.588,0.599,0.557,1661,7.947,4,1
31,male,university,1310,679,0.72,0.474,0.353,0.741,192,0.147,10,1
38,male,university,1985,511,0.152,0.179,0.201,0.036,1911,0.963,7,0
67,male,others,1037,659,0.339,0.165,0.14,0,991,0.956,8,0
32,female,graduate school,1374,660,0.067,0.368,0.311,0.341,1386,1.009,2,1
29,female,university,1187,701,0.327,0.346,0.201,0,64,0.054,6,0
30,female,high school,824,695,0.151,0.088,0.289,0,1405,1.705,3,0
64,male,university,229,642,0.592,0.29,0.429,0.237,447,1.952,6,0
37,female,graduate school,327,550,0.192,0.278,0.121,0.18,115,0.352,4,0
58,female,university,1301,505,0.572,0.269,0.051,0.225,623,0.479,5,1
27,female,university,620,590,0.24,0.417,0.249,0.094,1356,2.187,7,0
66,male,others,1278,696,0.507,0.128,0.151,0.669,1117,0.874,9,1
33,female,high school,1703,568,0.241,0.137,0.193,0.404,258,0.151,9,1
60,male,university,504,709,0.582,0.456,0.456,0.526,861,1.708,8,1
62,male,others,745,719,0.534,0.414,0.2,0.552,1098,1.474,7,1
29,female,university,1328,662,0.336,0.299,0.216,0.256,1116,0.84,5,0
47,male,graduate school,1395,622,0.121,0.56,0.298,0.677,1655,1.186,4,0
22,female,university,1722,713,0.158,0.413,0.165,0.748,1007,0.585,3,1
25,male,university,221,661,0.339,0.121,0.2,0.351,1775,8.032,1,0
49,female,graduate school,1510,690,0.499,0.266,0.148,0,1045,0.692,7,1
57,female,others,590,695,0.026,0.165,0.161,0.163,1436,2.434,2,0
58,female,high school,816,645,0.194,0.091,0.176,0.166,202,0.248,5,0
39,male,university,348,732,0.283,0.342,0.247,0.341,406,1.167,0,0
28,female,university,1495,614,0.217,0.292,0.498,0.56,1447,0.968,4,0
68,male,high school,498,653,0.368,0.147,0.294,0.154,1442,2.896,2,0
65,female,others,371,733,0.344,0.037,0.325,0.204,1836,4.949,0,1
21,male,high school,246,713,0.394,0.238,0.161,0.287,797,3.24,6,0
42,male,university,825,610,0.376,0.169,0.468,0.245,449,0.544,7,0
37,female,high school,406,724,0.174,0.437,0.136,0.383,1209,2.978,9,1
27,female,university,652,560,0.405,0.319,0.66,0.251,1101,1.689,8,1
45,female,university,1618,606,0.234,0.318,0.452,0.421,156,0.096,3,1
65,female,graduate school,1124,577,0.144,0.21,0.266,0.404,1912,1.701,1,1
24,female,graduate school,953,594,0.156,0.363,0.468,0.491,1969,2.066,7,0
56,male,university,1524,573,0.413,0.332,0.499,0.406,1421,0.932,8,1
26,female,university,907,742,0.457,0.286,0.142,0.532,784,0.864,3,1
51,female,graduate school,1208,715,0.461,0.286,0.205,0.027,1515,1.254,5,0
39,male,high school,875,712,0.124,0.388,0.421,0.366,1231,1.407,4,0
64,female,graduate school,1399,547,0.269,0.533,0.327,0.96,1326,0.948,8,1
59,female,university,1054,699,0.359,0.534,0.238,0.665,1460,1.385,10,0
47,male,university,982,595,0.205,0.196,0.206,0.323,1758,1.79,3,1
